text_fi,text_sv
Käyttöomaisuusosakkeiden luovutus,Överlåtelse av aktier som hör till anläggningstillgångarna
Jalokiveksi kelpaava kivennäinen,Som ädelsten användbart mineral
Uhkasakko,Vite
Yleiskaavan ohjausvaikutus,Generalplanens styrande verkan
Perustuslaki,Grundlagen
Kaksoisrangaistavuus,Fråga om dubbel bestraffning
Komission asetus (EY) N:o 800/1999,Kommissionens förordning (EG) Nr 800/1999
Valtiontuki,Statsunderstöd
Ennakkoperintä ja sosiaaliturvamaksu,Förhandsuppbörd och socialskyddsavgift
Verosta vapaa osa,Skattefri del
Esteiden poistaminen asunnon välittömästä lähiympäristöstä ,Avlägsnande av hinder från bostadens omedelbara närhet
Jatkuva oleskelulupa,Kontinuerligt uppehållstillstånd
Alkoholilaki,Alkohollag
Palkkameno,Löneutgift
Ennen 1.1.1997 vahvistettu rantayleiskaava,Före 1.1.1997 fastställd strandgeneralplan
Kalatalousvelvoitteen lopullinen sisältö,Fiskevårdsskyldighets slutliga innehåll
Seuranta-ajan pituus,Uppföljningstidens längd
Tunnettuus,Kändhet
Todellinen hankintameno,Verklig anskaffningsutgift
Siirto vaativuusluokaltaan ja palkkaukseltaan alempaan tehtävään,Förflyttning till uppgift med lägre kravnivå och lön
Verottomuuden edellytykset,Villkor för skattefrihet
Helsingin eurooppalainen koulu,Europeiska skolan i Helsingfors
Ajoneuvon omistaja tai haltija,Fordonets ägare eller innehavare
Perintövero,Arvsskatt
Luonteva hankintakokonaisuus,Naturlig sammanställning av den övergripande upphandlingen
Palveluasumisen järjestäminen,Att ordna serviceboende
Japani,Japan
Numeroista muodostuva tavaramerkki,Varumärke som består av siffror
Esteetön henkilöauto,Personbil som uppfyller kraven på tillgänglighet
Kansalaisuuspäätös,Beslut om medborgarskap
Maksuaika,Betalningstid
Sekamuotoinen sopimus,Blandat avtal
Ylläpidon maksullisuus,Avgift för uppehälle
Vakituisten asuinrakennusten veroprosentti,Skatteprocent för byggnader som används för stadigvarande boende
Pöytäkirjan pitäminen nähtävänä,Offentlig framläggning av protokoll
Todistajan oikeus kieltäytyä todistamasta,Ett vittnes rätt att vägra vittna
Poistojen ja poistonalaisten investointien vastaavuus,Motsvarighet mellan avskrivningar och investeringar som avskrivs
Pääomanpalautus,Kapitalåterbäring
Tehoste,Förstärkande av fullgörelseskyldighet
Potilaalle annettavaan hoitoon liittyvät palvelut,Tjänster som hänför sig till behandlingen av en patient
Kaivostoiminnan lopetus- ja jälkitoimenpiteet,Avslutande åtgärder och efterbehandlingsåtgärder vid gruvdrift
Lakiin perustumaton yhteydenpidon rajoitus,Begränsning av kontakterna utan laga grund
Pakolainen,Flykting
Oikeusministeriön päätös,Beslut av justitieministeriet
Siltarakenteet,Brokonstruktion
Yhdenvertaisuusvaltuutetun hakemus,Diskrimineringsombudsmannens ansökan
Laajalti tunnettu tunnusmerkki,Välkänt kännetecken
Yhdistysrekisteri,Föreningsregister
Omaishoidon tuen hoitopalkkion takaisinperintä,Återkrav av vårdarvode
Synnytysten vuosittainen määrä,Årligt antal förlossningar
Yksityisyyden suoja,Skydd för privatliv
Kameravalvonta,Kameraövervakning
Määräaikainen virkasuhde,Tjänsteförhållande för viss tid
Vertaislainasopimus,Avtal om person-till-person-lån
Matkatoimistopalvelu,Resebyråtjänst
Pitkospuut,Spångar
Viranomaisen toimivalta,Myndighets behörighet
Kauppa- ja teollisuusministeriö,Handels- och industriministeriet
Markkinaoikeuden päätöksen perusteleminen,Marknadsdomstolens beslutsskäl
Hankintayksikön sopimusoikeudellisen aseman turvaaminen,Tryggande av upphandlingsenhetens avtalsrättsliga ställning
Ympäristönsuojelu,Miljöskydd
Toiminnallisen riskin siirtäminen,Överföring av verksamhetsrisken
Nimittäminen määräaikaisuuden perustetta lyhyemmäksi ajaksi,Utnämning för kortare tid än den tid som utgör grunden för visstidsanställning
Edellytykset,Förutsättning
Kiinteistön myynti kahtena määräosana,Fastighetsförsäljning i form av två kvotdelar
Maksujen yhtenäistäminen,Förenhetligande av avgifter
Pienehkö laitos,Mindre anläggning
Tehokas oikeusturvakeino,Effektivt rättsmedel
Kiinteistön hankintameno,Fastighets anskaffningsutgift
Hallintotuomioistuimen toimivalta,Förvaltningsdomstolens behörighet
Koostumus,Sammansättning
Poissulkemislausekkeen soveltaminen,Uteslutandeklausul
Liiketoiminta-alue,Affärssektor
Peitelty osingonjako,Förtäckt dividendutdelning
Epäselvä henkilöllisyys,Oklar identitet
Hoitopalkkio ja kulukorvaus,Vårdararvode och kostnadsersättning
Sairausvakuutuslaki,Sjukförsäkringslagen
Maataloustuki,Lantbruksstöd
Poissulkemislauseke,Uteslutningsklausul
Loma-asuntorakennuspaikan vuokraaminen,Arrende av byggplats för fritidsbostad
Verkkotoiminnan harjoittamisen turvaamiseksi tarvittavasta rahoitusomaisuudesta aiheutuva kustannus,Kostnad förorsakad av finansieringstillgångar som behövs för att trygga att nätverksamhet ska kunna upprätthållas
Kansainväliset tilinpäätösstandardit,Internationella redovisningsstandarder
Liiketoimintasiirto,Verksamhetsöverlåtelse
Maakaasuputken rakentaminen,Byggande av naturgasrör
Varainsiirtoveron peruste,Skattegrund för överlåtelseskatt
Korvaukset,Ersättning
Yhteistoimintaneuvottelut,Samarbetsförhandlingar
Purkuputki,Utloppsrör
Sulkemiskielto,Stängningsförbud
Kohtuuton rajoitus tai kohtuuton haitta,Oskälig inskränkning eller oskälig begränsning
EPO:n käytäntö,EPO:s praxis
Taiteellinen toiminta,Konstnärlig verksamhet
Poikkeamislupa,Tillstånd att avvika från förbud
Tulonhankkimismeno,Utgift för inkomstens förvärvande
Erityisesti suojeltavan lajin esiintymispaikka,Förekomstplats för art som kräver särskilt skydd
Rakennuslupamenettely,Förfarandet vid beviljande av bygglov
Liittämisvelvollisuus,Anslutningsskyldighet
Henkilökohtainen avustaja toisessa jäsenvaltiossa suoritettavien opintojen ajaksi,Personlig assistent för tiden när studier bedrivs i ett annat medlemsland
Epäselvä henkilöllisyys,Outredd identitet
Kirjoitusvirheen korjaaminen,Rättelse av skrivfel
Yksityinen alue,Privat område
Kohtuullisuusarvio ennen toimintarahan maksamista,Skälighetsbedömning som föregår utbetalande av verksamhetspenning
Voimakkaasti muutettu vesimuodostuma,Kraftigt modifierad vattenförekomst
Yhtiön hallituksen hyväksyntä,Godkännande av bolagets styrelse
Ympäristövaikutusten arviointi,Miljökonsekvensbedömning
Rakennustoiminnan erityissäännös,Specialbestämmelse som gäller byggbranschen
Julkisuuslain soveltamisala,Tillämpningsområdet för offentlighetslagen
Sähkönsiirtosopimuksen laskutusta koskevan ehdon lainmukaisuus,Lagligheten av villkor som gäller fakturering enligt elöverföringsavtal
Alennettu verokanta,Nedsatt skattesats
Hakupalvelu,Söktjänst
Valituksen hylkäämistä tarkoittavan vaatimuksen esittäminen,Framställande av yrkande om att besvär ska avslås
Kunnan omavelkainen takaus,Proprieborgen
Kiinteistön ulkopuolinen alue,Område utanför fastigheten
Oleskelulupa perhesiteen perusteella,Uppehållstillstånd på grund av familjeband
Lupamääräysten tarkistaminen,Justering av tillståndsvillkor
Uudisrakentaminen,Nybyggnad
Rakennustöiden aloittaminen,Inledande av byggarbeten
Tahdonvaltainen vaatimus,Dispositivt yrkande
Muu rikos,Annat brott
Puhelinkeskustelu,Telefonsamtal
Asianosaisaseman perusteet,Grunderna för partsställning
Lääkeluokittelu,Klassificering av läkemedel
Osakas,Aktionär
Valittamatta jättäminen lopullisia hankintapäätöksiä koskevasta markkinaoikeuden ratkaisusta,Ändringssökande som inte anfört besvär över marknadsdomstolens avgörande med anledning av de slutliga upphandlingsbesluten
Kasvuolosuhteet,Uppväxtförhållanden
Tukiyhdistys,Understödsförening
Liittyminen Euroopan unioniin,Anslutning till Europeiska unionen
Yleisten ja yksityisten etujen turvaamiseksi tarpeelliset määräykset,Bestämmelser som är behövliga för tryggande av allmän och enskild fördel
Istutussuunnitelma,Plan för utplantering av fisk
"Suhde perustuslakiin, lakiin, asetukseen ja EU-direktiiviin","Förhållande till grundlagen, lag, förordning och EU-direktiv"
Yritysjärjestelydirektiivi,Företagsomstruktureringsdirektivet
Poikkeamista rakentamisessa koskevat oikeudelliset edellytykset,Rättsliga förutsättningar för undantag som gäller byggande
Lomautusohjeet,Permitteringsanvisningar
Osittainen kumoaminen,Partiellt upphävande
Kansalaisuuden menettäminen,Förlust av medborgarskap
Julkinen kauppa,Offentlig handel
Rahalaitos,Penninginrättning
Kuljettamista tai saattamista varten myönnettävä riittävä avustus,Bidrag för transport eller ledsagande
Varajäsen,Ersättare
Välipäätös,Beslut under handläggningen
Rantaviivan vähimmäispituutta koskeva määräys,Bestämmelse om strandlinjens minimilängd
Sosiaalihuolto ulkomaille,Socialhjälp i utlandet
Yhdessä käsitteleminen,Gemensam handläggning
Julkisuuslain soveltamisala,Offentlighetslagens tillämpningsområde
Ehdoton este,Absolut hinder
Varustamon vastuu,Rederiets ansvar
Täytäntöönpanon kieltämistä koskeva hakemus,Ansökan om verkställighetsförbud
Palkkaa koskeva vaatimus,Löneyrkande
Location savings,Local savings
Sijoittautumisvapaus,Etableringsfrihet
Kiinteä toimipaikka ulkomailla,Fast driftställe i utlandet
Vakiintunut toiminta,Etablerad verksamhet
Epäinhimillinen tai ihmisarvoa loukkaava kohtelu,Behandling som är omänsklig och kränker människovärdet
Ajan kuluminen,"Tid, som förflutit"
Välityspalvelu,Förmedlingstjänst
Yhteenliittäminen,Sammankoppling
Sanamerkki,Ordmärke
Oikeus merkitä yhtiön uusia osakkeita,Rätt att teckna nya aktier i ett bolag
Pysäköinninvalvoja,Parkeringsövervakare
Virkamiehen irtisanominen,Uppsägning av tjänsteman
Verotuksen peruuttamisen johdosta määrätty maksu,Avgift som tas ut vid återkallad beskattning
Muutoksenhakemuksen tutkiminen,Prövning av ansökan om ändring
Isännöintisopimus,Avtal om disponentuppgifter
Rakennuskustannuksiin sisältyvän arvonlisäveron vähennysoikeus,Rätt att dra av mervärdesskatt som ingår i byggkostnader
Henkilökohtainen tulolähde,Personlig inkomstkälla
Ylimääräiset elantokustannukset,Ökning av levnadskostnader
Pääomatulojen verotus,Beskattning av kapitalinkomster
Asemakaavan esitystapa,Detaljplanens framställningssätt
Kansallinen täytäntöönpano,Nationellt genomförande
Huoltajan kuolema,Vårdnadshavares död
Kirjallinen ohjaus,Skriftlig anvisning
Järjestyksenvalvojaksi hyväksyminen,Godkännande som ordningsvakt
Lääkkeiden koneellinen annosjakelu,Maskinell dosdispensering av mediciner
Hävittämis- ja heikentämiskielto,Förbud mot förstörelse och försämring
Mankala-periaate,Mankalaprincipen
Oikaisuvaatimuspäätös,Beslut med anledning av rättelseyrkande
Avustajan palkkio,Rättsbiträdes arvode
Tupakkalaki,Tobakslagen
Päijänne,Päijänne
Purkamisluvan tarve,Behov av rivningslov
Ahvenanmaan tieliikennelaki,Vägtrafiklagen för landskapet Åland
Ennen vesilain voimaantuloa annettu lupa,Tillstånd som beviljats innan vattenlagen hade trätt i kraft
Maankäytöllinen peruste,Grunder som hänför sig till markanvändning
Päätöksen perusteleminen,Motivering av beslut
Yhteisöoikeus,Gemenskapsrätten
Apuyhtiö,Bolag som hjälp
Tavanomaisen elämän toiminto,Funktioner som hör till normal livsföring
Toisesta jäsenvaltiosta saadun tulon sisällyttäminen maksuperusteeseen,Inkluderande av inkomst från annan medlemsstat i premieunderlaget
Aiheuttajan vastuu,Förorenarens ansvar
Tasapuolisen kohtelun periaate,Principen om opartiskt bemötande
Tutkimuslupa,Forskningstillstånd
Metsähallitus,Forststyrelsen
Palvelun tuottamisesta aiheutuvat kustannukset,Kostnader för serviceproduktion
Ammattiurheilu,Yrkesmässig idrott
Edellisten vaalien vaaliluettelo,Vallängd från föregående val
Kokonaishoitopalvelusopimus,Avtal om helhetstjänst
Lääkkeen maahantuonti,Import av läkemedel
Varainsiirtovero,Överlåtelseskatt
Todennäköinen luovutushinta,Sannolikt överlåtelsepris
Ehdollinen vankeusrangaistus,Villkorligt fängelsestraff
Seksuaaliseen väkivaltaan viittaava sisältö,Innehåll som antyder sexuellt våld
Power point -kalvot,Stordian för power point -presentation
Kotikunta,Hemmommun
Turvallisuusriskien huomioon ottaminen,Beaktande av säkerhetsrisker
Geneerinen ilmaisu,Generisk benämning
Välillisten kustannusten osuuden laskeminen,Beräkning av andelen indirekta kostnader
Oikeusperiaate,Rättsprincip
Vesitaloudelliset toimenpiteet,Vattenhushållningsåtgärder
Maksuton koulukuljetus,Avgiftsfri skoltransport
Aikaisempi työntekijän oleskelulupa ja hylätyt hakemukset,Tidigare uppehållstillstånd för arbetstagare och avslagna ansökningar
Vientirajoitukset,Exportrestriktioner
Suora ja välitön yhteys,Direkt och omedelbar koppling
Sopivan ja hyödyllisen rakennustoiminnan edistäminen,Främjande av en lämplig och nyttig byggnadsverksamhet
SGEI,SGEI
Arvokkaiden luontotyyppien sekä luonnonvaraiselle eläimistölle ja kasvistolle tärkeät luonnon ominaispiirteet,Värdefulla naturtyper och karakteristiska drag i naturen som är viktiga för den vilda floran och faunan
Maataloustukiasia,Ärende som gäller stöd till jordbruket
Hyvä tila,God status
Perheen vakinaiseen asuntoon rinnastettava varallisuus,Förmögenhet som likställs med familjens stadigvarande bostad
Alakonserni,Underkoncern
Unionin kansalaisuuden merkitys,Betydelsen av medborgarskap i unionsstat
Yrityskauppavalvonta,Tillsyn över företagsförvärv
Yhteinen vesialue,Samfällt vattenområde
Kiinteistöjen jätehuoltopalvelut,Fastigheters avfallshantering
Osinkotulo,Dividendinkomst
Osuus ulkomaisen väliyhteisön tappiosta,Andel av utländskt bassamfunds förlust
Lentopaikka,Flygplats
Lukukausimaksu,Terminsavgift
Sitovuus,Fråga om bindande verkan
Sulkeminen pois tarjouskilpailusta,Uteslutande från anbudsförfarande
Arvopaperin lopullinen arvonmenetys,Slutlig värdeminskning av värdepapper
Sijoituspaikka,Placeringsplats
Kunnostamissuunnitelman laatiminen,Uppgörande av iståndsättningsplan
Sopimuksen irtisanominen,Uppsägning av avtal
Sosiaali- ja terveyspalvelujen hankinta,Upphandling av social- och hälsovårdstjänster
Kerrosluku,Antalet våningar i ett hus
Muutoksenhakijan ilmoitus tiedoksisaannista,Ändringssökandens meddelande om delfående
Etusijajärjestys,Prioritering
Kansaneläkelaitoksen ja taksialan välinen sopimusjärjestely,Avtalsarrangemang mellan Folkpensionsanstalten och taxibranschen
Hallintopäätös YVA:n tarpeesta,Förvaltningsbeslut om behovet av att tillämpa förfarandet vid miljökonsekvensbedömning
Hyvitysmaksu,Gottgörelse
Verotusyhtymä,Beskattningssammanslutning
Ympäristövahinko,Miljöskada
Velvoitteen kohtuullisia kustannuksia vastaava kalatalousmaksu,Fiskerihushållningsavgift som motsvarar de skäliga kostnaderna för skyldigheten
Televisio-ohjelma,Televisionsprogram
Kunnan järjestämän jätteenkuljetuksen käytännön järjestelyvastuun antaminen jätehuoltoyhtiön tehtäväksi,Överföring av det praktiska ansvaret på ett avfallsbolag vid kommunal avfallstransport
Taloudelliset seikat,Ekonomiska faktorer
Kabul,Kabul
Tornionjoki,Torne älv
Asemakaavan laatimiskustannusten korvaaminen,Ersättning för utarbetande av detaljplan
Yhteismetsän oikeus metsävähennykseen,En samfälld skogs rätt till skogsavdrag
Saneerausmenettely,Saneringsförfarande
Yksityismaalla oleva luonnonsuojelualue,Naturskyddsområde på privatägd mark
Kehitysvammaiselle annettava erityishuolto,Specialomsorger om utvecklingsstörda
Yritystoiminnan jatkaminen,Fortsatt företagsverksamhet
Harjualue,Åsområde
Menetetyn määräajan palauttamishakemus,Ansökan om återställande av försutten fatalietid
Vientimyynti,Exportförsäljning
Saapumispäivän merkitseminen,Anteckning av dag när besvären anlänt
Vaatimus tarjouspyynnön korjaamisesta ja hankinnan keskeyttämisestä,Yrkande att anbudsinfordran ska rättas och upphandlingen avbrytas
Täytäntöönpanokielto,Verkställighetsförbud
Toissijainen suojelu,Sekundärt skydd
Menettelyvirhe,Fel i förfarandet
Vuokraustoiminnan jatkaminen,Fortsättning av uthyrningsverksamhet
Ostopalvelu,Köpta tjänster
Matkustusasiakirja oleskeluluvan myöntämisen edellytyksenä,Resedokument som förutsättning för uppehållstillstånd
Viranomaisen velvollisuus korvata oikeudenkäyntikulut,Myndighets skyldighet att ersätta rättegångskostnaderna
Jätteen käsite,Avfall som begrepp
Henkilökohtaisen avun järjestäminen,Ordnande med personlig assistens
Oikeussuojan rajoittaminen,Inskränkning av rättsskydd
Erityinen syy,Särskild orsak
Verovapaat matkakustannusten korvaukset,Skattefria resekostnadsersättningar
Yhteiskunnallinen osallistuminen,Samhällsengagemang
Naapuruussuhdehaitta,Men i grannelagsförhållande
Ympäristöluvan tarve,Krav på miljötillstånd
Tavaramerkkiperhe,Varumärkesfamilj
EU-oikeuden vastaisuus,Konflikt med gemenskapsrätten
Asemakaavan edellyttämä rasite,Servitut som förutsätts i detaljplan
Väitöskirjatutkimus,Forskning för doktorsavhandling
Kansainväliseen kauppaan liittyvät verottomuudet,Skattefrihet vid internationell handel
Kaivosasia,Gruva
Tuen myöntämisen ajankohta,Tidpunkten för beviljande av stöd
Oikeuttamisperusteet,Berättigandegrunder
Maaseutuyritys,Landsbygdsföretag
Saimaannorppa,Saimenvikaren
Salassapito-olettama,Sekretesspresumtion
Verotustiedot,Beskattningsuppgifter
Tavaran oma käyttö,Eget bruk av tjänster
Suunnittelutarvealue,Område i behov av planering
Sisar,Syster
Ilmeinen jälleenluovutustarkoitus,Uppenbar avsikt att överlåta vidare
Terveydentila,Hälsotillstånd
Apteekki,Apotek
Palvelujen vapaa tarjonta,Frihet att tillhandahålla tjänster
Rauhoitussäännöksistä poikkeaminen,Undantag från fredning
Yksityisotot,Privatuttag
Kalatalousmaksun määrä,Fiskerihushållningsavgiftens belopp
Sähköinen tiedoksianto,Elektronisk delgivning
Vakuutushakemusten käsittely,Behandling av försäkringsansökningar
Yritysjärjestelyyn liittyvä vakuutus,Försäkring som hänför sig till företagsarrangemang
Tehokas oikeussuojakeino,Effektivt rättsskyddsmedel
Vähittäiskaupan suuryksikkö,Stor detaljhandelsenhet
Viranomaisen passiviteetti,Myndighets passivitet
Väite,Invändning
Kilpailun rajoittaminen,Begränsning av konkurrensen
Omaisuuden käsite,Egendomsbegreppet
Seminaarin osallistujaluettelo,Deltagarförteckning från seminarium
Alkoholi- ja alkoholijuomavero,Accis på alkohol och alkoholdrycker
Väliaikainen virantoimituksesta pidättäminen,Temporär avstängning från tjänsteutövning
Piha,Gårdsplan
Tuote,Produkt
Kiinteään verkkoon pääsyn tukkumarkkina,Grossistmarknad för tillträde till fast nätverk
Aseellinen selkkaus,Väpnad konflikt
Vaikutusten arviointi,Konsekvensbedömning
Esittelijän esteellisyys,Jäv för föredragande
Kansallinen rahoitus,Nationell finansiering
Viestintäviraston harkintavalta,Kommunikationsverkets prövningsrätt
Oleskeluluvan hakeminen,Ansökan om uppehållstillstånd
Ympäristön pilaantumisen rajoittaminen,Begränsning av förorening av miljön
Ajoneuvoveron lisävero,Tilläggsskatt till fordonsskatt
Rahakorvaus,Penningersättning
Liiallisen häirinnän estäminen,Förhindrande av överdrivna störningar
Myyntituottojen korjauserä,Korrektionspost till försäljningsintäkter
Kehitysvammainen henkilö,Utvecklingsstörd person
Valtion ulkopoliittiset edut,Statens utrikespolitiska intressen
Rahaston hallinnointi,Förvaltning av fond
Sopeutuminen yleiskaavan kokonaisuuteen,Anpassning till generalplanen som helhet
Poliisilaitos,Polisinrättning
Kalaportaan rakentamisvelvoite,Skyldighet att anlägga fisktrappa
Kirjanpitolautakunnan kuntajaoston yleisohjeet,Bokföringsnämndens kommunsektions allmänna anvisningar
Tulospalkkio,Resultatpremie
Unionin tuomioistuimen antama ennakkoratkaisu,Unionens domstols förhandsavgörande
Maankäyttösopimus ja kiinteistönluovutuksen esisopimus,Markanvändningsavtal och föravtal om överlåtelse av fastighet
Sosiaali- ja terveysministeriön ohjeet,Social- och hälsovårdsministeriets anvisningar
Hallinto-oikeuden kokoonpano,Förvaltningsdomstolens sammansättning
Ihmisoikeussopimus,Människorättskonventionen
Yhtiöosuuden hankinta,Förvärv av bolagsandel
Perusteltua aihetta epäillä,Grundad anledning att misstänka
Oleskeluluvan peruuttaminen,Återkallande av uppehållstillstånd
Rakennettu ympäristö,Byggd miljö
Sukupuoli,Könstillhörighet
Mallioikeus,Mönsterrätt
Maanomistajan kuuleminen,Hörande av markägare
Palkkatulon verovuosi,Skatteår för löneinkomst
Rauhoitettu lintulaji,Fridlyst fågelart
Alaikäinen 12 vuotta täyttänyt kehitysvammainen lapsi,Minderårigt utvecklingsstört barn som fyllt 12 år
Kuvatallenne,Bildupptagning
Kaupunginhallituksen jaosto,Stadsstyrelsens sektion
Veneliikenteen aiheuttama rannan syöpyminen,Stranderosion på grund av båttrafik
Veronalainen ansiotulo,Skattepliktig förvärvsinkomst
Pysyvä vedenjuoksu-uoma,Bädd i vilken fortgående rinner vatten
Kuljetuspalvelut,Färdtjänst
Omistusoikeuden siirtyminen,Äganderättens övergång
Ylijäämälouheen murskaus,Krossning av överbliven lösbruten sten
Vastuunmäärittämisasetus (ns. Dublin III),Ansvarsbestämningsförordningen (sk. Dublin III)
Yksipuolinen määräämisvalta,Ensidig bestämmanderätt
Perhe-elämän suoja,Skydd för familjelivet
Siirtohinnoitteluoikaisu,Rättelse av intern prissättning
Jälleenmyyntihintamenetelmä,Återförsäljningsprismetod
Amatsoniitti,Amazonsten
Fimean harkintavalta,Fimeas prövningsrätt
Sukupolvenvaihdoshuojennus,Skattelättnad vid generationsväxling
Kotipelipaikka,Spelplats för hemmamatcher
Päättynyt valvontajakso,Avslutad tillsynsperiod
Saamelaismääritelmä,Samedefinitionen
Tilatukioikeus,Gårdsstödsrättighet
Lihotussikala,Gödsvinstall
Yksityisesti hankitun hoidon korvaaminen,Ersättande av privat vård
Pakottava syy,Tvingande skäl
Määräävä markkina-asema,Dominerande ställning på marknaden
Asemakaavan suojelumääräys,Skyddsbestämmelse i detaljplan
Ennakkohaltuunottolupa,Förhandsbesittningstagande
Tuomioistuinvalvonnan ulottuvuus,Domstolskontrollens omfattning
Kelpoisuus,Behörighet
Alaikäinen verovelvollinen,Minderårig skattskyldig
Erityistuomioistuin,Specialdomstol
Tilavalvonta,Övervakning av gårdar
Komission asetus N:o 1407/2013,Kommissionens förordning (EU) nr 1407/2013
Nuhteettomuusedellytys,Oförvitlighetvillkoret
Holhousviranomaisen lupa,Förmyndarmyndighetens tillstånd
Ajokielto,Körförbud
Lähdeveron hyvittäminen,Avräkning av källskatt
Saman asian uudelleen käsittely,Ny handläggning av samma ärende
Pilaantumisriski,Föroreningsrisk
Ekologisen tilan osatekijä,Kvalitetsfaktor för ekologisk status
Kannabissavuke,Cannabiscigarett
Asiakirjojen pysyvä säilyttäminen,Varaktig förvaring av handlingar
Kirkkovaltuuston toimivalta,Kyrkofullmäktiges behörighet
Isoäidin äiti,Mormorsmor
Kurssitappio,Kursförlust
Kyvyttömyys asua itsenäisesti,Oförmåga att bo självständigt
Optiolaina,Optionslån
Energiaviraston harkintavalta,Energimyndighetens prövningsrätt
Hankintapäätös,Upphandlingsbeslut
Määrärahan varaaminen koulun toimintaan,Reservering av anslag för en skolas verksamhet
Terveydensuojeluviranomainen,Hälsoskyddsmyndighet
Yhteystiedot,Kontaktuppgifter
Yleinen etu tai naapurien oikeusturva,Allmänt intresse eller grannarnas rättsskydd
Läheisyydessä sijaitsevan kiinteistön omistaja,Ägare till en fastighet i närheten
Ympäristöluvan myöntämisen edellytykset,Förutsättningarna för att bevilja miljötillstånd
Asiantuntijapalveluita tarjoava yhtiö,Bolag som tillhandahåller sakkunnigtjänster
Poikkeaminen kiellosta,Undantag från förbud
Ilmoitusviiveet,Anmälningsdröjsmål
Ennakkoratkaisupyyntö Euroopan unionin tuomioistuimelle,Begäran om förhandsavgörande av Europeiska unionens domstol
Kesäajan aukiolo,Öppettider på sommaren
Urheilija,Idrottare
Sulfaattisellutehdas,Sulfatcellulosafabrik
Valituskelpoinen päätös,Överklagbart beslut
Kiinteän omaisuuden hallitseminen,Besittningsrätt till fast egendom
Vaikutus jäsenvaltioiden väliseen kilpailuun ja kauppaan,Inverkan på konkurrensen och handeln mellan medlemsstaterna
Valituksen muuttaminen,Ändring av besvären
Ennakkotieto erityisen tärkeästä elinympäristöstä,Förhandsbesked om en särskilt viktig livsmiljö
Turvapaikkahakemus Maltalla,Asylansökan på Malta
Asumispalvelu,Boendetjänst
Huostaanoton raukeaminen,Omhändertagande som förfaller
Tenojoki,Tana älv
Arviointivelvollisuus,Skyldighet att bedöma verkningar
Unionin kansalaisuuden merkitys,Unionsmedborgarskapets betydelse
Palkkaa koskeva tieto,Löneuppgift
Kuntien välinen riita,Tvist mellan kommuner
Määräaikaisen vapautuksen hakeminen,Ansökan om befrielse som gäller viss tid
Eläketulo,Pensionsinkomst
Aikaisempi oikeusperuste,Tidigare rättsgrund
Naulakkopalvelu,Garderobstjänster
Luovutusrajoitus,Överlåtelsebegränsning
Jätteen toimittaminen käsittelylaitokseen,Leverans av avfall till hanteringsanläggning
Rekisteröinnin epääminen,Vägrad registrering
Palvelukokonaisuus,Servicehelhet
Ulkokuntalaisen kaksinkertainen maksu,Dubbel avgift för icke-kommuninvånare
Kunnallinen maksu,Kommunal avgift
Asian selvittäminen,Utredning
Luovutus osakkaan omaisen omistamalle osakeyhtiölle,Överlåtelse till bolag som ägs av aktieägares bröstarvinge
Vähemmistöosakkaiden oikeussuojan tarve,Minoritetsaktieägarnas behov av rättskydd
Vuokraustoiminta,Uthyrningsverksamhet
Osallistumistarjous,Inbjudan att delta
Hallintopakkoasia,Förvaltningstvångsärende
Autoverotus,Bilbeskattning
Yhden tuotteen testaus,Testning av en enda produkt
Verotusarvon nostaminen,Höjning av beskattningsvärdet
Satamapalvelut,Hamntjänster
Muutoksenhakutie,Besvärsmyndighet
Saantitodistus,Mottagningsbevis
Palautukselle maksettava korko,Ränta som ska betalas på återbäringen
Hirsirakentamisen edistäminen,Främjande av timmerbyggande
Hoitopalvelujen tarjoaminen,Tillhandahållande av vårdtjänster
Vakuutusmaksuvero,Skatt på försäkringspremier
Suunnittelutarveratkaisun tarve,Behov av ett avgörande om planeringsbehov
Oikeus omaan kieleen ja kulttuuriin,Rätt till eget språk och egen kultur
Liiketoimintaa koskeva tieto,Uppgift som berör affärsrörelse
Kaksi rangaistusta,Två straff
Kauppakirjan korjaaminen,Rättelse av köpebrev
Sulautumisen vaikutus tappion vähentämiseen,Inverkan av fusion på avdrag av förlust
Sopimuksen hyväksyminen,Godkännande av avtal
Kunnanhallituksen erottaminen,Återkallande av kommunstyrelses uppdrag
Työkyvyn arviointimenettely,Förfarande för utredning av arbetsförmåga
Matkaviestinverkko,Mobilnät
Korkoa korolle,Ränta på ränta
Yritystuki,Företagsstöd
Tietokone,Dator
Onnettomuusriski,Olycksrisk
Haavoittuva asema,Sårbar ställning
Ennakoimaton vahinko,Oförutsedd skada
Rantatörmä,Strandbrant
Seuraamuksen perusteena olevan tukivuoden määrittäminen,Fastställande av det stödår sanktionen grundar sig på
Maatilan luovutuksesta saadun voiton verovapaus,Skattefrihet för vinst från överlåtelse av gårdsbruk
Asuminen vanhempien kanssa omaishoidon turvin,Boende med föräldrar som närståendevårdare
Istutussuunnitelma,Utplanteringsplan
Rakennerahastovarat,Strukturfondmedel
Tiedonsaantioikeuden epääminen,Förvägra rätten att erhålla information
Ehdokkaiden ja tarjoajien soveltuvuuden arviointi kansalliset kynnysarvot ylittävissä hankinnoissa,Bedömning av anbudssökandenas och anbudsgivarnas lämplighet vid upphandling som överstiger det nationella tröskelvärdet
Demokratian toimivuus,Fungerande demokrati
